nvsmi profiling: V100S_PCIE_32GB
{'timestamp_readable': '13:21:04', 'timestamp_raw': 1712683264.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:05', 'timestamp_raw': 1712683265.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:06', 'timestamp_raw': 1712683266.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:07', 'timestamp_raw': 1712683267.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:09', 'timestamp_raw': 1712683269.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:10', 'timestamp_raw': 1712683270.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:11', 'timestamp_raw': 1712683271.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:12', 'timestamp_raw': 1712683272.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:13', 'timestamp_raw': 1712683273.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:14', 'timestamp_raw': 1712683274.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:15', 'timestamp_raw': 1712683275.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:16', 'timestamp_raw': 1712683276.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:18', 'timestamp_raw': 1712683278.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:19', 'timestamp_raw': 1712683279.0, 'power_usage': '24W / 250W', 'memory_usage': '0MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:20', 'timestamp_raw': 1712683280.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:21', 'timestamp_raw': 1712683281.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:22', 'timestamp_raw': 1712683282.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:23', 'timestamp_raw': 1712683283.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:24', 'timestamp_raw': 1712683284.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:25', 'timestamp_raw': 1712683285.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:27', 'timestamp_raw': 1712683287.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:28', 'timestamp_raw': 1712683288.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:29', 'timestamp_raw': 1712683289.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:30', 'timestamp_raw': 1712683290.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:31', 'timestamp_raw': 1712683291.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:32', 'timestamp_raw': 1712683292.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:33', 'timestamp_raw': 1712683293.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:34', 'timestamp_raw': 1712683294.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:36', 'timestamp_raw': 1712683296.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:37', 'timestamp_raw': 1712683297.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:38', 'timestamp_raw': 1712683298.0, 'power_usage': '24W / 250W', 'memory_usage': '4MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:39', 'timestamp_raw': 1712683299.0, 'power_usage': '44W / 250W', 'memory_usage': '13164MiB / 32768MiB', 'gpu_utilization': '100%'}
{'timestamp_readable': '13:21:40', 'timestamp_raw': 1712683300.0, 'power_usage': '51W / 250W', 'memory_usage': '13184MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:41', 'timestamp_raw': 1712683301.0, 'power_usage': '51W / 250W', 'memory_usage': '30678MiB / 32768MiB', 'gpu_utilization': '0%'}
{'timestamp_readable': '13:21:42', 'timestamp_raw': 1712683302.0, 'power_usage': '235W / 250W', 'memory_usage': '30682MiB / 32768MiB', 'gpu_utilization': '100%'}
{'timestamp_readable': '13:21:43', 'timestamp_raw': 1712683303.0, 'power_usage': '213W / 250W', 'memory_usage': '30684MiB / 32768MiB', 'gpu_utilization': '100%'}
{'timestamp_readable': '13:21:44', 'timestamp_raw': 1712683304.0, 'power_usage': '215W / 250W', 'memory_usage': '30684MiB / 32768MiB', 'gpu_utilization': '100%'}
{'timestamp_readable': '13:21:46', 'timestamp_raw': 1712683306.0, 'power_usage': '216W / 250W', 'memory_usage': '30684MiB / 32768MiB', 'gpu_utilization': '100%'}
{'timestamp_readable': '13:21:47', 'timestamp_raw': 1712683307.0, 'power_usage': '217W / 250W', 'memory_usage': '30684MiB / 32768MiB', 'gpu_utilization': '100%'}
{'timestamp_readable': '13:21:48', 'timestamp_raw': 1712683308.0, 'power_usage': '217W / 250W', 'memory_usage': '30684MiB / 32768MiB', 'gpu_utilization': '100%'}
{'timestamp_readable': '13:21:49', 'timestamp_raw': 1712683309.0, 'power_usage': '219W / 250W', 'memory_usage': '30684MiB / 32768MiB', 'gpu_utilization': '100%'}
{'timestamp_readable': '13:21:50', 'timestamp_raw': 1712683310.0, 'power_usage': '218W / 250W', 'memory_usage': '30684MiB / 32768MiB', 'gpu_utilization': '100%'}
